stage,param_index,params,strategy,train_loss,val_loss,train_accuracy,val_accuracy,training_time,total_training_time,epochs
5,0,"{'num_layers': 2, 'units_per_layer': 122, 'activation': 'tanh', 'learning_rate': 0.0007317188430564082, 'batch_size': 32, 'dropout_rate': 0.14063961520187807, 'l2_reg_strength': 9.876412486044648e-05}",successive_halving,0.13632258046666781,0.2621812880039215,95.66666666666667,91.8,12.669724464416504,11779.884558677673,10
5,1,"{'num_layers': 1, 'units_per_layer': 113, 'activation': 'tanh', 'learning_rate': 0.0040622426414746865, 'batch_size': 16, 'dropout_rate': 0.11590239656872021, 'l2_reg_strength': 9.846623242667393e-07}",successive_halving,0.1413826148758332,0.3231191804409027,95.7,89.4,14.01317572593689,11793.89773440361,10
5,2,"{'num_layers': 2, 'units_per_layer': 105, 'activation': 'tanh', 'learning_rate': 0.10159960058473219, 'batch_size': 32, 'dropout_rate': 0.05787426011999608, 'l2_reg_strength': 3.961207047857069e-07}",successive_halving,0.11413872828086218,0.28135055685043336,96.83333333333333,91.0,12.569797039031982,11806.467531442642,10
5,3,"{'num_layers': 2, 'units_per_layer': 74, 'activation': 'tanh', 'learning_rate': 0.009704038080552058, 'batch_size': 32, 'dropout_rate': 0.22905338842441436, 'l2_reg_strength': 3.5841854163621525e-05}",successive_halving,0.2078440412680308,0.32497297883033754,93.56666666666666,89.6,12.346691608428955,11818.814223051071,10
5,4,"{'num_layers': 4, 'units_per_layer': 122, 'activation': 'tanh', 'learning_rate': 0.015979175127118366, 'batch_size': 64, 'dropout_rate': 0.09600922163321232, 'l2_reg_strength': 0.0001872580600997357}",successive_halving,0.1517268252770106,0.30017757511138915,95.53333333333333,91.0,12.013523578643799,11830.827746629715,10
5,5,"{'num_layers': 1, 'units_per_layer': 113, 'activation': 'tanh', 'learning_rate': 0.00023340267297288267, 'batch_size': 16, 'dropout_rate': 0.16561590377579585, 'l2_reg_strength': 0.0006053950170836604}",successive_halving,0.15331277848780156,0.3892417377233505,95.93333333333334,86.8,14.46561074256897,11845.293357372284,10
5,6,"{'num_layers': 2, 'units_per_layer': 74, 'activation': 'relu', 'learning_rate': 0.0021233037996743675, 'batch_size': 16, 'dropout_rate': 0.08726494089047734, 'l2_reg_strength': 0.0004145575161306289}",successive_halving,0.2102343197663625,0.32410782265663146,93.53333333333333,90.2,15.385161638259888,11860.678519010544,10
5,7,"{'num_layers': 2, 'units_per_layer': 101, 'activation': 'tanh', 'learning_rate': 0.009732726945559291, 'batch_size': 32, 'dropout_rate': 0.30012415514001883, 'l2_reg_strength': 0.0012929705028677967}",successive_halving,0.24331203854084016,0.3629801661968231,92.16666666666667,87.8,12.734647035598755,11873.413166046143,10
5,8,"{'num_layers': 2, 'units_per_layer': 94, 'activation': 'tanh', 'learning_rate': 0.00016078145255081784, 'batch_size': 32, 'dropout_rate': 0.1965951122536329, 'l2_reg_strength': 3.579207878877226e-05}",successive_halving,0.19131214892864226,0.38094364976882933,94.06666666666666,88.4,12.626477241516113,11886.039643287659,10
5,9,"{'num_layers': 2, 'units_per_layer': 123, 'activation': 'tanh', 'learning_rate': 0.01766886258373161, 'batch_size': 16, 'dropout_rate': 0.19518813645266436, 'l2_reg_strength': 0.009364104586421505}",successive_halving,0.25365229086081187,0.3361737027168274,91.4,88.8,15.441083192825317,11901.480726480484,10
5,10,"{'num_layers': 3, 'units_per_layer': 100, 'activation': 'relu', 'learning_rate': 0.033207996730457906, 'batch_size': 32, 'dropout_rate': 0.15227711134858254, 'l2_reg_strength': 0.0012879243904291334}",successive_halving,0.2326980133454005,0.301875901222229,92.7,90.0,13.591674566268921,11915.072401046753,10
5,11,"{'num_layers': 2, 'units_per_layer': 100, 'activation': 'relu', 'learning_rate': 0.00023266305042828357, 'batch_size': 16, 'dropout_rate': 0.08179243525375549, 'l2_reg_strength': 0.0001285745029797357}",successive_halving,0.15179470743983983,0.3168429819345474,95.43333333333334,89.4,16.111374855041504,11931.183775901794,10
5,12,"{'num_layers': 1, 'units_per_layer': 119, 'activation': 'tanh', 'learning_rate': 0.00023319087266464368, 'batch_size': 32, 'dropout_rate': 0.05889994682150252, 'l2_reg_strength': 1.334771962823458e-07}",successive_halving,0.11791646725932757,0.28337697744369506,97.03333333333333,90.6,12.476609468460083,11943.660385370255,10
5,13,"{'num_layers': 1, 'units_per_layer': 62, 'activation': 'tanh', 'learning_rate': 0.0009224196181609645, 'batch_size': 16, 'dropout_rate': 0.22370006579710583, 'l2_reg_strength': 1.6881115674478506e-07}",successive_halving,0.19909948178132375,0.337934468626976,94.23333333333333,89.2,13.870452642440796,11957.530838012695,10
5,14,"{'num_layers': 2, 'units_per_layer': 68, 'activation': 'tanh', 'learning_rate': 0.00017580329757134862, 'batch_size': 32, 'dropout_rate': 0.09122016828573652, 'l2_reg_strength': 3.464664392128762e-07}",successive_halving,0.16560214606920878,0.34927393412590024,94.9,88.4,12.348720073699951,11969.879558086395,10
5,15,"{'num_layers': 3, 'units_per_layer': 77, 'activation': 'tanh', 'learning_rate': 0.0005164138601604111, 'batch_size': 64, 'dropout_rate': 0.07912843226911592, 'l2_reg_strength': 3.446743380570466e-06}",successive_halving,0.14453752024968466,0.36738277196884156,95.83333333333333,88.0,11.281734228134155,11981.16129231453,10
5,16,"{'num_layers': 1, 'units_per_layer': 92, 'activation': 'relu', 'learning_rate': 0.04880445430496903, 'batch_size': 16, 'dropout_rate': 0.22578811479903743, 'l2_reg_strength': 7.510420434712137e-07}",successive_halving,0.24489320674538612,0.3260120724439621,92.36666666666666,90.4,14.640567064285278,11995.801859378815,10
5,17,"{'num_layers': 2, 'units_per_layer': 93, 'activation': 'relu', 'learning_rate': 0.0012093224227689636, 'batch_size': 64, 'dropout_rate': 0.13779680431814373, 'l2_reg_strength': 6.334220231659409e-05}",successive_halving,0.24027857172489167,0.31788312196731566,92.6,90.6,11.106962442398071,12006.908821821213,10
5,18,"{'num_layers': 1, 'units_per_layer': 80, 'activation': 'tanh', 'learning_rate': 0.18203372004460772, 'batch_size': 32, 'dropout_rate': 0.3103953328731933, 'l2_reg_strength': 0.00012585151103668707}",successive_halving,0.22494082808494567,0.3456778287887573,93.73333333333333,88.6,11.224571466445923,12018.133393287659,10
5,19,"{'num_layers': 2, 'units_per_layer': 59, 'activation': 'tanh', 'learning_rate': 0.0014236264695407013, 'batch_size': 32, 'dropout_rate': 0.13916892550493043, 'l2_reg_strength': 2.0464145406249403e-06}",successive_halving,0.17961052298545838,0.29322437644004823,94.86666666666666,90.8,11.91037392616272,12030.043767213821,10
