stage,param_index,params,strategy,train_loss,val_loss,train_accuracy,val_accuracy,training_time,total_training_time,epochs
5,0,"{'num_layers': 2, 'units_per_layer': 105, 'activation': 'tanh', 'learning_rate': 0.00019259071386304238, 'batch_size': 32, 'dropout_rate': 0.08516884517414505, 'l2_reg_strength': 0.004900573652073418}",successive_halving,0.13992702769239743,0.32200780415534974,95.83333333333333,90.0,13.66555118560791,12814.823347091675,10
5,1,"{'num_layers': 1, 'units_per_layer': 89, 'activation': 'tanh', 'learning_rate': 0.0011017649381416532, 'batch_size': 16, 'dropout_rate': 0.07260404648873278, 'l2_reg_strength': 0.0001854760213957773}",successive_halving,0.1333562644471725,0.29896004211902616,96.3,91.0,14.896782159805298,12829.72012925148,10
5,2,"{'num_layers': 3, 'units_per_layer': 113, 'activation': 'tanh', 'learning_rate': 0.059653161428407375, 'batch_size': 64, 'dropout_rate': 0.05858769836083513, 'l2_reg_strength': 0.0013778504277440035}",successive_halving,0.1146987530986468,0.28392794489860534,97.03333333333333,90.0,12.404396772384644,12842.124526023865,10
5,3,"{'num_layers': 2, 'units_per_layer': 107, 'activation': 'relu', 'learning_rate': 0.0027097505574894716, 'batch_size': 32, 'dropout_rate': 0.0912326622948091, 'l2_reg_strength': 0.001782552864198355}",successive_halving,0.1862554540236791,0.2638342261314392,94.06666666666666,91.4,13.72419810295105,12855.848724126816,10
5,4,"{'num_layers': 2, 'units_per_layer': 100, 'activation': 'tanh', 'learning_rate': 0.0005297914555155811, 'batch_size': 64, 'dropout_rate': 0.08604346628708073, 'l2_reg_strength': 0.0012380893324680934}",successive_halving,0.14410633234182993,0.29228942131996155,95.86666666666666,89.8,11.317960977554321,12867.16668510437,10
5,5,"{'num_layers': 1, 'units_per_layer': 70, 'activation': 'tanh', 'learning_rate': 0.20778191895173412, 'batch_size': 16, 'dropout_rate': 0.05707672222173768, 'l2_reg_strength': 5.915658247375903e-07}",successive_halving,0.14111826588213444,0.3502803661823273,95.93333333333334,89.0,14.934052467346191,12882.100737571716,10
5,6,"{'num_layers': 1, 'units_per_layer': 102, 'activation': 'tanh', 'learning_rate': 0.28725984242729846, 'batch_size': 32, 'dropout_rate': 0.13819864945034038, 'l2_reg_strength': 0.0005155656869399706}",successive_halving,0.1404536356329918,0.3163737144470215,96.06666666666666,90.8,12.777844190597534,12894.878581762314,10
5,7,"{'num_layers': 2, 'units_per_layer': 106, 'activation': 'relu', 'learning_rate': 0.004797533738370702, 'batch_size': 16, 'dropout_rate': 0.15554361332216105, 'l2_reg_strength': 1.5562796907474466e-05}",successive_halving,0.22708096889654794,0.30944938671588895,92.0,90.6,18.27215266227722,12913.150734424591,10
5,8,"{'num_layers': 1, 'units_per_layer': 96, 'activation': 'relu', 'learning_rate': 0.0020109645203833307, 'batch_size': 16, 'dropout_rate': 0.20544791052917394, 'l2_reg_strength': 0.003093010548014682}",successive_halving,0.2188613136758407,0.3014415104389191,92.63333333333334,91.6,16.05829644203186,12929.209030866623,10
5,9,"{'num_layers': 3, 'units_per_layer': 99, 'activation': 'relu', 'learning_rate': 0.0787426369407458, 'batch_size': 16, 'dropout_rate': 0.09741830979912622, 'l2_reg_strength': 9.248605552512883e-05}",successive_halving,0.2013687503511707,0.3372463765144348,93.43333333333334,89.4,18.206916332244873,12947.415947198868,10
5,10,"{'num_layers': 3, 'units_per_layer': 121, 'activation': 'relu', 'learning_rate': 0.01373380189724709, 'batch_size': 32, 'dropout_rate': 0.1180966477746411, 'l2_reg_strength': 6.98911290793955e-05}",successive_halving,0.19770472198724748,0.36597668647766113,93.53333333333333,87.6,14.44890546798706,12961.864852666855,10
5,11,"{'num_layers': 1, 'units_per_layer': 62, 'activation': 'tanh', 'learning_rate': 0.25972717224357716, 'batch_size': 16, 'dropout_rate': 0.28740406506753613, 'l2_reg_strength': 4.237362731879726e-07}",successive_halving,0.2359899779856205,0.3562473223209381,93.2,88.6,14.690117120742798,12976.554969787598,10
5,12,"{'num_layers': 1, 'units_per_layer': 117, 'activation': 'relu', 'learning_rate': 0.014225104785499732, 'batch_size': 32, 'dropout_rate': 0.0806650700414983, 'l2_reg_strength': 2.0605772416793015e-06}",successive_halving,0.20768079511324564,0.3510265669822693,93.96666666666667,89.4,13.405986070632935,12989.96095585823,10
5,13,"{'num_layers': 1, 'units_per_layer': 113, 'activation': 'tanh', 'learning_rate': 0.0008477367110176711, 'batch_size': 32, 'dropout_rate': 0.07199918361407605, 'l2_reg_strength': 2.670830567672717e-07}",successive_halving,0.1190986851255099,0.27202778816223144,97.4,91.0,12.9462251663208,13002.907181024551,10
5,14,"{'num_layers': 2, 'units_per_layer': 116, 'activation': 'relu', 'learning_rate': 0.0020707817137351624, 'batch_size': 64, 'dropout_rate': 0.1358749191668724, 'l2_reg_strength': 8.487684873459682e-05}",successive_halving,0.2079783493677775,0.28248338341712953,93.2,92.0,12.07431173324585,13014.981492757797,10
5,15,"{'num_layers': 2, 'units_per_layer': 98, 'activation': 'tanh', 'learning_rate': 0.00020456804358990246, 'batch_size': 64, 'dropout_rate': 0.18947664935773917, 'l2_reg_strength': 0.0005863999791836014}",successive_halving,0.17373454995950063,0.2978176772594452,95.2,90.8,12.182689428329468,13027.164182186127,10
5,16,"{'num_layers': 2, 'units_per_layer': 76, 'activation': 'tanh', 'learning_rate': 0.005176263748841608, 'batch_size': 16, 'dropout_rate': 0.12157649967712673, 'l2_reg_strength': 1.1194062848277901e-07}",successive_halving,0.19696261298283935,0.3614046152830124,94.1,87.6,15.43104338645935,13042.595225572586,10
