stage,param_index,params,strategy,train_loss,val_loss,train_accuracy,val_accuracy,training_time,total_training_time,epochs
5,0,"{'num_layers': 1, 'units_per_layer': 108, 'activation': 'tanh', 'learning_rate': 0.1083117610501643, 'batch_size': 16, 'dropout_rate': 0.08876350497927907, 'l2_reg_strength': 0.0005957029556911174}",successive_halving,0.12925407027204833,0.3725940821766853,96.73333333333333,88.6,14.553680896759033,11506.777254343033,10
5,1,"{'num_layers': 2, 'units_per_layer': 103, 'activation': 'tanh', 'learning_rate': 0.001493674613972868, 'batch_size': 16, 'dropout_rate': 0.18311301283673276, 'l2_reg_strength': 0.004795625525024424}",successive_halving,0.2320466606914997,0.3674304659366608,92.73333333333333,87.0,16.029356718063354,11522.806611061096,10
5,2,"{'num_layers': 1, 'units_per_layer': 60, 'activation': 'relu', 'learning_rate': 0.0002061325937624024, 'batch_size': 16, 'dropout_rate': 0.1093228849138066, 'l2_reg_strength': 0.0061770326413822015}",successive_halving,0.29955381058653197,0.34886564874649045,90.53333333333333,89.6,14.240929126739502,11537.047540187836,10
5,3,"{'num_layers': 2, 'units_per_layer': 106, 'activation': 'tanh', 'learning_rate': 0.14848846497489365, 'batch_size': 32, 'dropout_rate': 0.22921163517232707, 'l2_reg_strength': 7.975484051132892e-06}",successive_halving,0.19473537679513295,0.292558358669281,93.83333333333333,91.0,12.516167640686035,11549.563707828522,10
5,4,"{'num_layers': 2, 'units_per_layer': 86, 'activation': 'relu', 'learning_rate': 0.000552889278366059, 'batch_size': 16, 'dropout_rate': 0.12524255085842342, 'l2_reg_strength': 0.00014763216925704403}",successive_halving,0.20873731871445975,0.28346984231472017,93.0,92.6,15.981749057769775,11565.545456886292,10
5,5,"{'num_layers': 2, 'units_per_layer': 110, 'activation': 'relu', 'learning_rate': 0.24133711974953295, 'batch_size': 16, 'dropout_rate': 0.1484531725260667, 'l2_reg_strength': 5.4332364636198346e-05}",successive_halving,0.1995410680671533,0.3159215623140335,93.1,89.4,16.895922660827637,11582.44137954712,10
5,6,"{'num_layers': 1, 'units_per_layer': 98, 'activation': 'tanh', 'learning_rate': 0.11874303505032573, 'batch_size': 32, 'dropout_rate': 0.25009845599279984, 'l2_reg_strength': 6.264799019027185e-07}",successive_halving,0.18678993620475134,0.2955860743522644,94.33333333333333,90.8,12.13601040840149,11594.57738995552,10
5,7,"{'num_layers': 1, 'units_per_layer': 97, 'activation': 'tanh', 'learning_rate': 0.0001621614878934874, 'batch_size': 16, 'dropout_rate': 0.10527742286801353, 'l2_reg_strength': 7.1002106219066705e-06}",successive_halving,0.15576830204327902,0.3496428678035736,95.56666666666666,88.4,14.429957628250122,11609.00734758377,10
5,8,"{'num_layers': 1, 'units_per_layer': 98, 'activation': 'relu', 'learning_rate': 0.0011129179340994375, 'batch_size': 32, 'dropout_rate': 0.20187901055155738, 'l2_reg_strength': 0.0008206583344353453}",successive_halving,0.2211174187262853,0.28768745827674863,93.6,90.6,12.327663898468018,11621.335011482239,10
5,9,"{'num_layers': 2, 'units_per_layer': 93, 'activation': 'tanh', 'learning_rate': 0.0007423331805454879, 'batch_size': 32, 'dropout_rate': 0.1721371246580325, 'l2_reg_strength': 0.0017947402718633669}",successive_halving,0.15815165650844573,0.29103564989566805,95.36666666666666,92.0,12.738354444503784,11634.073365926743,10
5,10,"{'num_layers': 2, 'units_per_layer': 90, 'activation': 'tanh', 'learning_rate': 0.16715101608760594, 'batch_size': 32, 'dropout_rate': 0.12130442105635161, 'l2_reg_strength': 4.390197148459804e-06}",successive_halving,0.15549840414524077,0.34424175786972044,95.16666666666667,88.0,12.482146501541138,11646.555512428284,10
5,11,"{'num_layers': 3, 'units_per_layer': 87, 'activation': 'tanh', 'learning_rate': 0.003429482461906108, 'batch_size': 64, 'dropout_rate': 0.10150825284220882, 'l2_reg_strength': 4.7190935895985744e-05}",successive_halving,0.14910749606291454,0.3072797303199768,95.66666666666667,90.4,10.240902662277222,11656.796415090561,10
5,12,"{'num_layers': 1, 'units_per_layer': 112, 'activation': 'tanh', 'learning_rate': 0.11315626552570701, 'batch_size': 16, 'dropout_rate': 0.136024609426668, 'l2_reg_strength': 4.815201805738711e-06}",successive_halving,0.15524296628932158,0.2916712247133255,95.5,91.2,14.89144515991211,11671.687860250473,10
5,13,"{'num_layers': 1, 'units_per_layer': 73, 'activation': 'tanh', 'learning_rate': 0.0001212085540704865, 'batch_size': 16, 'dropout_rate': 0.08407229730190637, 'l2_reg_strength': 8.516764319285167e-07}",successive_halving,0.13229866576194763,0.2743690395951271,96.2,91.4,14.117966890335083,11685.805827140808,10
5,14,"{'num_layers': 2, 'units_per_layer': 83, 'activation': 'relu', 'learning_rate': 0.0005336181833830133, 'batch_size': 16, 'dropout_rate': 0.1585462875034748, 'l2_reg_strength': 1.9451085214494146e-05}",successive_halving,0.23569131608804067,0.28775898659229276,92.6,90.6,16.50173854827881,11702.307565689087,10
5,15,"{'num_layers': 2, 'units_per_layer': 124, 'activation': 'tanh', 'learning_rate': 0.0028411187880794547, 'batch_size': 128, 'dropout_rate': 0.15701381254134394, 'l2_reg_strength': 1.9670006670045245e-07}",successive_halving,0.17344957236448924,0.28410104155540467,95.33333333333333,91.0,9.429247379302979,11711.73681306839,10
5,16,"{'num_layers': 2, 'units_per_layer': 123, 'activation': 'relu', 'learning_rate': 0.0002136370813899147, 'batch_size': 64, 'dropout_rate': 0.06610877615267055, 'l2_reg_strength': 9.70521995803789e-07}",successive_halving,0.19557373710473377,0.3111782755851746,93.73333333333333,90.2,11.083772659301758,11722.820585727692,10
5,17,"{'num_layers': 1, 'units_per_layer': 106, 'activation': 'relu', 'learning_rate': 0.03882150646348344, 'batch_size': 16, 'dropout_rate': 0.2328713477950256, 'l2_reg_strength': 0.00013028963106967092}",successive_halving,0.204261935989062,0.275753779232502,94.06666666666666,90.6,15.304555654525757,11738.125141382217,10
5,18,"{'num_layers': 2, 'units_per_layer': 71, 'activation': 'tanh', 'learning_rate': 0.02036642568398332, 'batch_size': 64, 'dropout_rate': 0.12435038294415016, 'l2_reg_strength': 2.890960625190645e-07}",successive_halving,0.1744058610200882,0.3022252767086029,95.1,90.2,10.8663330078125,11748.99147439003,10
5,19,"{'num_layers': 1, 'units_per_layer': 106, 'activation': 'relu', 'learning_rate': 0.046476395849110945, 'batch_size': 64, 'dropout_rate': 0.2053833812287698, 'l2_reg_strength': 0.0018894042712859962}",successive_halving,0.26009960190455117,0.32054154086112974,92.36666666666666,90.8,10.797064781188965,11759.788539171219,10
