stage,param_index,params,strategy,train_loss,val_loss,train_accuracy,val_accuracy,training_time,total_training_time,epochs
5,0,"{'num_layers': 2, 'units_per_layer': 108, 'activation': 'tanh', 'learning_rate': 0.00012181444288136495, 'batch_size': 64, 'dropout_rate': 0.052522378487620924, 'l2_reg_strength': 0.006352681706332264}",successive_halving,0.11981977327664693,0.3083844885826111,96.76666666666667,90.2,13.304165124893188,11868.589100837708,10
5,1,"{'num_layers': 2, 'units_per_layer': 114, 'activation': 'tanh', 'learning_rate': 0.00018367420854334271, 'batch_size': 32, 'dropout_rate': 0.09169344986985364, 'l2_reg_strength': 3.1809631076988796e-05}",successive_halving,0.128600922703743,0.30685347175598143,96.2,90.8,13.450755834579468,11882.039856672287,10
5,2,"{'num_layers': 2, 'units_per_layer': 104, 'activation': 'tanh', 'learning_rate': 0.000765547307444404, 'batch_size': 64, 'dropout_rate': 0.10327687458352686, 'l2_reg_strength': 3.0401427820867236e-05}",successive_halving,0.133398459593455,0.31784577894210814,96.2,90.2,9.9297776222229,11891.96963429451,10
5,3,"{'num_layers': 1, 'units_per_layer': 52, 'activation': 'tanh', 'learning_rate': 0.09476894341224379, 'batch_size': 16, 'dropout_rate': 0.13089884250029832, 'l2_reg_strength': 4.016435432131562e-05}",successive_halving,0.18437001144389312,0.30954211902618406,94.73333333333333,90.8,13.370100021362305,11905.339734315872,10
5,4,"{'num_layers': 3, 'units_per_layer': 87, 'activation': 'relu', 'learning_rate': 0.007493454753570745, 'batch_size': 16, 'dropout_rate': 0.06342515762022337, 'l2_reg_strength': 0.004738330290502755}",successive_halving,0.1860973787009716,0.31205277344584464,94.23333333333333,90.2,16.913280725479126,11922.253015041351,10
5,5,"{'num_layers': 2, 'units_per_layer': 115, 'activation': 'relu', 'learning_rate': 0.051300762661421535, 'batch_size': 16, 'dropout_rate': 0.12091392251508093, 'l2_reg_strength': 4.4150374544650065e-05}",successive_halving,0.18002362029999494,0.3478222336769104,93.76666666666667,89.4,16.833641529083252,11939.086656570435,10
5,6,"{'num_layers': 1, 'units_per_layer': 51, 'activation': 'tanh', 'learning_rate': 0.0029879220331524, 'batch_size': 32, 'dropout_rate': 0.14480621495245083, 'l2_reg_strength': 0.00041353029684656437}",successive_halving,0.18733466072877247,0.3346041831970215,95.0,89.2,11.183008670806885,11950.269665241241,10
5,7,"{'num_layers': 1, 'units_per_layer': 107, 'activation': 'tanh', 'learning_rate': 0.001021124151178825, 'batch_size': 32, 'dropout_rate': 0.26008672439820146, 'l2_reg_strength': 1.0452213682706739e-07}",successive_halving,0.18008875211079917,0.30619496512413025,95.16666666666667,90.6,11.195768594741821,11961.465433835983,10
5,8,"{'num_layers': 2, 'units_per_layer': 126, 'activation': 'tanh', 'learning_rate': 0.0014137303849084306, 'batch_size': 32, 'dropout_rate': 0.2065549957061648, 'l2_reg_strength': 5.769553851856545e-07}",successive_halving,0.1740116671224435,0.3000834228992462,94.93333333333334,89.4,12.53933572769165,11974.004769563675,10
5,9,"{'num_layers': 3, 'units_per_layer': 99, 'activation': 'relu', 'learning_rate': 0.05168381149964005, 'batch_size': 32, 'dropout_rate': 0.11275996904901801, 'l2_reg_strength': 1.9102108334288925e-05}",successive_halving,0.22616033552090328,0.32998622584342957,93.0,90.6,13.173977613449097,11987.178747177124,10
